2023-05-13T14:50:19.157Z GET: /api/users/ user-agent: PostmanRuntime/7.32.2
2023-05-13T14:50:40.953Z POST: /api/users/ user-agent: PostmanRuntime/7.32.2
2023-05-13T14:51:05.171Z GET: /api/users/1 user-agent: PostmanRuntime/7.32.2
2023-05-13T14:51:09.659Z POST: /api/users/ user-agent: PostmanRuntime/7.32.2
2023-05-13T14:52:19.285Z POST: /api/users/ user-agent: PostmanRuntime/7.32.2
2023-05-13T14:52:40.333Z POST: /api/users/ user-agent: PostmanRuntime/7.32.2
2023-05-13T14:52:47.055Z POST: /api/users/ user-agent: PostmanRuntime/7.32.2
2023-05-13T14:52:54.779Z POST: /api/users/ user-agent: PostmanRuntime/7.32.2
2023-05-13T14:53:22.996Z POST: /api/users/ user-agent: PostmanRuntime/7.32.2
2023-05-13T14:54:02.050Z POST: /api/users/ user-agent: PostmanRuntime/7.32.2
2023-05-13T14:54:06.040Z POST: /api/users/ user-agent: PostmanRuntime/7.32.2
2023-05-13T14:55:51.210Z POST: /api/users/ user-agent: PostmanRuntime/7.32.2
2023-05-13T14:55:55.774Z GET: /api/users/ user-agent: PostmanRuntime/7.32.2
2023-05-13T14:56:12.566Z PUT: /api/users/1 user-agent: PostmanRuntime/7.32.2
2023-05-13T14:56:21.971Z PUT: /api/users/1 user-agent: PostmanRuntime/7.32.2
2023-05-13T14:56:54.477Z PUT: /api/users/1 user-agent: PostmanRuntime/7.32.2
2023-05-13T14:57:00.585Z GET: /api/users/ user-agent: PostmanRuntime/7.32.2
2023-05-13T14:57:14.412Z DELETE: /api/users/1 user-agent: PostmanRuntime/7.32.2
2023-05-13T14:57:17.956Z GET: /api/users/ user-agent: PostmanRuntime/7.32.2
2023-05-13T15:36:43.603Z DELETE: /api/users/1 user-agent: PostmanRuntime/7.32.2
2023-05-13T15:37:09.424Z DELETE: /api/users/1 user-agent: PostmanRuntime/7.32.2
2023-05-13T15:37:14.214Z GET: /api/users/ user-agent: PostmanRuntime/7.32.2
2023-05-13T15:37:21.956Z DELETE: /api/users/2 user-agent: PostmanRuntime/7.32.2
2023-05-13T15:37:25.157Z GET: /api/users/2 user-agent: PostmanRuntime/7.32.2
2023-05-13T15:37:27.881Z GET: /api/users/1 user-agent: PostmanRuntime/7.32.2
2023-05-13T17:39:41.537Z GET: / user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36
2023-05-13T17:39:41.657Z GET: /favicon.ico user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36
2023-05-13T17:39:49.017Z GET: /users user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36
2023-05-13T17:41:29.483Z GET: /users user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36
2023-05-13T17:42:06.309Z GET: /users user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36
2023-05-13T17:42:09.140Z GET: /users user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36
2023-05-13T17:42:12.558Z GET: / user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36
2023-05-13T17:42:13.461Z GET: / user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36
2023-05-13T17:42:20.062Z GET: /users user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36
2023-05-13T17:43:59.913Z GET: /users user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36
2023-05-13T17:44:16.315Z GET: /users user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36
2023-05-13T17:44:19.892Z GET: /users user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36
2023-05-13T17:45:48.319Z GET: /users user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36
